"Country","Score","Coefficient","Year","Region","nr.Coefficient","group.Coefficient"
"Croatia",49.7,"Knowledge workers",2015,"Europe",5.1,"Business sophistication"
"Malta",49,"Knowledge workers",2015,"Europe",5.1,"Business sophistication"
"Italy",45.6,"Knowledge workers",2015,"Europe",5.1,"Business sophistication"
"Poland",45.3,"Knowledge workers",2015,"Europe",5.1,"Business sophistication"
"Portugal",45.1,"Knowledge workers",2015,"Europe",5.1,"Business sophistication"
"Slovakia",45,"Knowledge workers",2015,"Europe",5.1,"Business sophistication"
"Bulgaria",42.8,"Knowledge workers",2015,"Europe",5.1,"Business sophistication"
"Ukraine",42.4,"Knowledge workers",2015,"Europe",5.1,"Business sophistication"
"Latvia",41.6,"Knowledge workers",2015,"Europe",5.1,"Business sophistication"
"Hungary",40.9,"Knowledge workers",2015,"Europe",5.1,"Business sophistication"
"TFYR Macedonia",40,"Knowledge workers",2015,"Europe",5.1,"Business sophistication"
"Moldova, Republic of",36.8,"Knowledge workers",2015,"Europe",5.1,"Business sophistication"
"Greece",35.5,"Knowledge workers",2015,"Europe",5.1,"Business sophistication"
"Montenegro",35.1,"Knowledge workers",2015,"Europe",5.1,"Business sophistication"
"Romania",34.6,"Knowledge workers",2015,"Europe",5.1,"Business sophistication"
"Bosnia and Herzegovina",33.6,"Knowledge workers",2015,"Europe",5.1,"Business sophistication"
"Serbia",30.9,"Knowledge workers",2015,"Europe",5.1,"Business sophistication"
"Albania",22.9,"Knowledge workers",2015,"Europe",5.1,"Business sophistication"
"Bosnia and Herzegovina",62.2,"Innovation linkages",2015,"Europe",5.2,"Business sophistication"
"Luxembourg",57.6,"Innovation linkages",2015,"Europe",5.2,"Business sophistication"
"Switzerland",56.8,"Innovation linkages",2015,"Europe",5.2,"Business sophistication"
"United Kingdom",53.4,"Innovation linkages",2015,"Europe",5.2,"Business sophistication"
"Ireland",52.7,"Innovation linkages",2015,"Europe",5.2,"Business sophistication"
"Netherlands",49,"Innovation linkages",2015,"Europe",5.2,"Business sophistication"
"Finland",48.7,"Innovation linkages",2015,"Europe",5.2,"Business sophistication"
"Germany",46,"Innovation linkages",2015,"Europe",5.2,"Business sophistication"
"Sweden",45.5,"Innovation linkages",2015,"Europe",5.2,"Business sophistication"
"Austria",43.6,"Innovation linkages",2015,"Europe",5.2,"Business sophistication"
"Belgium",43.4,"Innovation linkages",2015,"Europe",5.2,"Business sophistication"
"Norway",42.9,"Innovation linkages",2015,"Europe",5.2,"Business sophistication"
"Malta",41.7,"Innovation linkages",2015,"Europe",5.2,"Business sophistication"
"Latvia",40.4,"Innovation linkages",2015,"Europe",5.2,"Business sophistication"
"Denmark",40.3,"Innovation linkages",2015,"Europe",5.2,"Business sophistication"
"Italy",38.7,"Innovation linkages",2015,"Europe",5.2,"Business sophistication"
"Bulgaria",38.6,"Innovation linkages",2015,"Europe",5.2,"Business sophistication"
"France",38.4,"Innovation linkages",2015,"Europe",5.2,"Business sophistication"
"Czech Republic",36.4,"Innovation linkages",2015,"Europe",5.2,"Business sophistication"
"Lithuania",36.1,"Innovation linkages",2015,"Europe",5.2,"Business sophistication"
"Iceland",35.3,"Innovation linkages",2015,"Europe",5.2,"Business sophistication"
"TFYR Macedonia",31.8,"Innovation linkages",2015,"Europe",5.2,"Business sophistication"
"Slovakia",31.3,"Innovation linkages",2015,"Europe",5.2,"Business sophistication"
"Estonia",31.3,"Innovation linkages",2015,"Europe",5.2,"Business sophistication"
"Romania",29.9,"Innovation linkages",2015,"Europe",5.2,"Business sophistication"
"Slovenia",29.3,"Innovation linkages",2015,"Europe",5.2,"Business sophistication"
"Hungary",29.3,"Innovation linkages",2015,"Europe",5.2,"Business sophistication"
"Montenegro",29,"Innovation linkages",2015,"Europe",5.2,"Business sophistication"
"Spain",28.5,"Innovation linkages",2015,"Europe",5.2,"Business sophistication"
"Portugal",28.4,"Innovation linkages",2015,"Europe",5.2,"Business sophistication"
"Greece",27.6,"Innovation linkages",2015,"Europe",5.2,"Business sophistication"
"Croatia",26.5,"Innovation linkages",2015,"Europe",5.2,"Business sophistication"
"Poland",24.8,"Innovation linkages",2015,"Europe",5.2,"Business sophistication"
"Ukraine",24.1,"Innovation linkages",2015,"Europe",5.2,"Business sophistication"
"Serbia",21.1,"Innovation linkages",2015,"Europe",5.2,"Business sophistication"
"Moldova, Republic of",20.9,"Innovation linkages",2015,"Europe",5.2,"Business sophistication"
"Albania",19.7,"Innovation linkages",2015,"Europe",5.2,"Business sophistication"
"Russian Federation",19.6,"Innovation linkages",2015,"Europe",5.2,"Business sophistication"
"Belarus",8.1,"Innovation linkages",2015,"Europe",5.2,"Business sophistication"
"Luxembourg",61.7,"Knowledge absorption",2015,"Europe",5.3,"Business sophistication"
"Netherlands",55.5,"Knowledge absorption",2015,"Europe",5.3,"Business sophistication"
"Finland",52.7,"Knowledge absorption",2015,"Europe",5.3,"Business sophistication"
"Ireland",51.8,"Knowledge absorption",2015,"Europe",5.3,"Business sophistication"
"Switzerland",50.1,"Knowledge absorption",2015,"Europe",5.3,"Business sophistication"
"Sweden",48.5,"Knowledge absorption",2015,"Europe",5.3,"Business sophistication"
"Czech Republic",46,"Knowledge absorption",2015,"Europe",5.3,"Business sophistication"
"Estonia",45,"Knowledge absorption",2015,"Europe",5.3,"Business sophistication"
"France",44.7,"Knowledge absorption",2015,"Europe",5.3,"Business sophistication"
"United Kingdom",43.6,"Knowledge absorption",2015,"Europe",5.3,"Business sophistication"
"Germany",42.2,"Knowledge absorption",2015,"Europe",5.3,"Business sophistication"
"Austria",41.3,"Knowledge absorption",2015,"Europe",5.3,"Business sophistication"
"Belgium",40.8,"Knowledge absorption",2015,"Europe",5.3,"Business sophistication"
"Hungary",40.3,"Knowledge absorption",2015,"Europe",5.3,"Business sophistication"
"Romania",39.6,"Knowledge absorption",2015,"Europe",5.3,"Business sophistication"
"Serbia",38.7,"Knowledge absorption",2015,"Europe",5.3,"Business sophistication"
"Denmark",38.5,"Knowledge absorption",2015,"Europe",5.3,"Business sophistication"
"Montenegro",38,"Knowledge absorption",2015,"Europe",5.3,"Business sophistication"
"Croatia",37.6,"Knowledge absorption",2015,"Europe",5.3,"Business sophistication"
"Italy",37.5,"Knowledge absorption",2015,"Europe",5.3,"Business sophistication"
"Moldova, Republic of",37.4,"Knowledge absorption",2015,"Europe",5.3,"Business sophistication"
"Iceland",36.9,"Knowledge absorption",2015,"Europe",5.3,"Business sophistication"
"Russian Federation",36.6,"Knowledge absorption",2015,"Europe",5.3,"Business sophistication"
"Albania",36,"Knowledge absorption",2015,"Europe",5.3,"Business sophistication"
"TFYR Macedonia",35.8,"Knowledge absorption",2015,"Europe",5.3,"Business sophistication"
"Poland",35.6,"Knowledge absorption",2015,"Europe",5.3,"Business sophistication"
"Slovenia",34,"Knowledge absorption",2015,"Europe",5.3,"Business sophistication"
"Slovakia",33.7,"Knowledge absorption",2015,"Europe",5.3,"Business sophistication"
"Latvia",32.7,"Knowledge absorption",2015,"Europe",5.3,"Business sophistication"
"Norway",32.4,"Knowledge absorption",2015,"Europe",5.3,"Business sophistication"
"Portugal",32.2,"Knowledge absorption",2015,"Europe",5.3,"Business sophistication"
"Malta",31.8,"Knowledge absorption",2015,"Europe",5.3,"Business sophistication"
"Spain",31.6,"Knowledge absorption",2015,"Europe",5.3,"Business sophistication"
"Ukraine",30.6,"Knowledge absorption",2015,"Europe",5.3,"Business sophistication"
"Greece",29.3,"Knowledge absorption",2015,"Europe",5.3,"Business sophistication"
"Bulgaria",27.8,"Knowledge absorption",2015,"Europe",5.3,"Business sophistication"
"Bosnia and Herzegovina",24.5,"Knowledge absorption",2015,"Europe",5.3,"Business sophistication"
"Belarus",23.2,"Knowledge absorption",2015,"Europe",5.3,"Business sophistication"
"Lithuania",20.9,"Knowledge absorption",2015,"Europe",5.3,"Business sophistication"
"Sweden",70.6,"Knowledge creation",2015,"Europe",6.1,"Knowledge and technology outputs"
"Switzerland",69.2,"Knowledge creation",2015,"Europe",6.1,"Knowledge and technology outputs"
"Germany",64.7,"Knowledge creation",2015,"Europe",6.1,"Knowledge and technology outputs"
"United Kingdom",58.6,"Knowledge creation",2015,"Europe",6.1,"Knowledge and technology outputs"
"Finland",57.5,"Knowledge creation",2015,"Europe",6.1,"Knowledge and technology outputs"
"Netherlands",55.2,"Knowledge creation",2015,"Europe",6.1,"Knowledge and technology outputs"
"Ukraine",49.2,"Knowledge creation",2015,"Europe",6.1,"Knowledge and technology outputs"
"Belarus",48.2,"Knowledge creation",2015,"Europe",6.1,"Knowledge and technology outputs"
"Czech Republic",48,"Knowledge creation",2015,"Europe",6.1,"Knowledge and technology outputs"
"Denmark",45.3,"Knowledge creation",2015,"Europe",6.1,"Knowledge and technology outputs"
"Iceland",43.3,"Knowledge creation",2015,"Europe",6.1,"Knowledge and technology outputs"
"Moldova, Republic of",43.2,"Knowledge creation",2015,"Europe",6.1,"Knowledge and technology outputs"
"Russian Federation",39.9,"Knowledge creation",2015,"Europe",6.1,"Knowledge and technology outputs"
"Belgium",39,"Knowledge creation",2015,"Europe",6.1,"Knowledge and technology outputs"
"Austria",37.9,"Knowledge creation",2015,"Europe",6.1,"Knowledge and technology outputs"
"Luxembourg",37,"Knowledge creation",2015,"Europe",6.1,"Knowledge and technology outputs"
"Norway",34.5,"Knowledge creation",2015,"Europe",6.1,"Knowledge and technology outputs"
"France",33.9,"Knowledge creation",2015,"Europe",6.1,"Knowledge and technology outputs"
"Slovenia",33.9,"Knowledge creation",2015,"Europe",6.1,"Knowledge and technology outputs"
"Italy",32.6,"Knowledge creation",2015,"Europe",6.1,"Knowledge and technology outputs"
"Estonia",31.9,"Knowledge creation",2015,"Europe",6.1,"Knowledge and technology outputs"
"Spain",31.3,"Knowledge creation",2015,"Europe",6.1,"Knowledge and technology outputs"
"Ireland",28.4,"Knowledge creation",2015,"Europe",6.1,"Knowledge and technology outputs"
"Bulgaria",25.6,"Knowledge creation",2015,"Europe",6.1,"Knowledge and technology outputs"
"Poland",24.4,"Knowledge creation",2015,"Europe",6.1,"Knowledge and technology outputs"
"Slovakia",22.8,"Knowledge creation",2015,"Europe",6.1,"Knowledge and technology outputs"
"Malta",22.3,"Knowledge creation",2015,"Europe",6.1,"Knowledge and technology outputs"
"Portugal",21.9,"Knowledge creation",2015,"Europe",6.1,"Knowledge and technology outputs"
"Hungary",21.4,"Knowledge creation",2015,"Europe",6.1,"Knowledge and technology outputs"
"Serbia",21.1,"Knowledge creation",2015,"Europe",6.1,"Knowledge and technology outputs"
"Croatia",20.7,"Knowledge creation",2015,"Europe",6.1,"Knowledge and technology outputs"
"Greece",18.2,"Knowledge creation",2015,"Europe",6.1,"Knowledge and technology outputs"
"Latvia",18,"Knowledge creation",2015,"Europe",6.1,"Knowledge and technology outputs"
"Lithuania",17.3,"Knowledge creation",2015,"Europe",6.1,"Knowledge and technology outputs"
"Montenegro",13.5,"Knowledge creation",2015,"Europe",6.1,"Knowledge and technology outputs"
"Romania",11.2,"Knowledge creation",2015,"Europe",6.1,"Knowledge and technology outputs"
"TFYR Macedonia",9.6,"Knowledge creation",2015,"Europe",6.1,"Knowledge and technology outputs"
"Bosnia and Herzegovina",5,"Knowledge creation",2015,"Europe",6.1,"Knowledge and technology outputs"
"Albania",2.9,"Knowledge creation",2015,"Europe",6.1,"Knowledge and technology outputs"
"United Kingdom",58.7,"Knowledge impact",2015,"Europe",6.2,"Knowledge and technology outputs"
"Switzerland",57.8,"Knowledge impact",2015,"Europe",6.2,"Knowledge and technology outputs"
"Estonia",55.8,"Knowledge impact",2015,"Europe",6.2,"Knowledge and technology outputs"
"Romania",54.4,"Knowledge impact",2015,"Europe",6.2,"Knowledge and technology outputs"
"Italy",54.4,"Knowledge impact",2015,"Europe",6.2,"Knowledge and technology outputs"
"Ireland",53.9,"Knowledge impact",2015,"Europe",6.2,"Knowledge and technology outputs"
"Latvia",53.6,"Knowledge impact",2015,"Europe",6.2,"Knowledge and technology outputs"
"Spain",51.8,"Knowledge impact",2015,"Europe",6.2,"Knowledge and technology outputs"
"Malta",51.8,"Knowledge impact",2015,"Europe",6.2,"Knowledge and technology outputs"
"Bulgaria",51.3,"Knowledge impact",2015,"Europe",6.2,"Knowledge and technology outputs"
"Slovakia",50.9,"Knowledge impact",2015,"Europe",6.2,"Knowledge and technology outputs"
"Slovenia",50.6,"Knowledge impact",2015,"Europe",6.2,"Knowledge and technology outputs"
"Czech Republic",49.6,"Knowledge impact",2015,"Europe",6.2,"Knowledge and technology outputs"
"Norway",49.1,"Knowledge impact",2015,"Europe",6.2,"Knowledge and technology outputs"
"Montenegro",48.6,"Knowledge impact",2015,"Europe",6.2,"Knowledge and technology outputs"
"Hungary",48.4,"Knowledge impact",2015,"Europe",6.2,"Knowledge and technology outputs"
"Netherlands",48.1,"Knowledge impact",2015,"Europe",6.2,"Knowledge and technology outputs"
"Sweden",47.7,"Knowledge impact",2015,"Europe",6.2,"Knowledge and technology outputs"
"Portugal",47.3,"Knowledge impact",2015,"Europe",6.2,"Knowledge and technology outputs"
"Germany",46.6,"Knowledge impact",2015,"Europe",6.2,"Knowledge and technology outputs"
"Denmark",46.1,"Knowledge impact",2015,"Europe",6.2,"Knowledge and technology outputs"
"Croatia",46,"Knowledge impact",2015,"Europe",6.2,"Knowledge and technology outputs"
"France",44.4,"Knowledge impact",2015,"Europe",6.2,"Knowledge and technology outputs"
"Finland",44,"Knowledge impact",2015,"Europe",6.2,"Knowledge and technology outputs"
"Lithuania",44,"Knowledge impact",2015,"Europe",6.2,"Knowledge and technology outputs"
"Luxembourg",43.1,"Knowledge impact",2015,"Europe",6.2,"Knowledge and technology outputs"
"Moldova, Republic of",42.6,"Knowledge impact",2015,"Europe",6.2,"Knowledge and technology outputs"
"Belgium",41.9,"Knowledge impact",2015,"Europe",6.2,"Knowledge and technology outputs"
"Austria",41.3,"Knowledge impact",2015,"Europe",6.2,"Knowledge and technology outputs"
"TFYR Macedonia",40.1,"Knowledge impact",2015,"Europe",6.2,"Knowledge and technology outputs"
"Belarus",38.9,"Knowledge impact",2015,"Europe",6.2,"Knowledge and technology outputs"
"Bosnia and Herzegovina",38.8,"Knowledge impact",2015,"Europe",6.2,"Knowledge and technology outputs"
"Greece",37.7,"Knowledge impact",2015,"Europe",6.2,"Knowledge and technology outputs"
"Russian Federation",36,"Knowledge impact",2015,"Europe",6.2,"Knowledge and technology outputs"
"Poland",35.7,"Knowledge impact",2015,"Europe",6.2,"Knowledge and technology outputs"
"Iceland",34.7,"Knowledge impact",2015,"Europe",6.2,"Knowledge and technology outputs"
"Ukraine",31.3,"Knowledge impact",2015,"Europe",6.2,"Knowledge and technology outputs"
"Serbia",29.9,"Knowledge impact",2015,"Europe",6.2,"Knowledge and technology outputs"
"Albania",26,"Knowledge impact",2015,"Europe",6.2,"Knowledge and technology outputs"
"Switzerland",90.3,"Knowledge diffusion",2015,"Europe",6.3,"Knowledge and technology outputs"
"Ireland",84.8,"Knowledge diffusion",2015,"Europe",6.3,"Knowledge and technology outputs"
"Luxembourg",67.2,"Knowledge diffusion",2015,"Europe",6.3,"Knowledge and technology outputs"
"Netherlands",64.5,"Knowledge diffusion",2015,"Europe",6.3,"Knowledge and technology outputs"
"Sweden",63,"Knowledge diffusion",2015,"Europe",6.3,"Knowledge and technology outputs"
"Finland",54.2,"Knowledge diffusion",2015,"Europe",6.3,"Knowledge and technology outputs"
"Austria",49.9,"Knowledge diffusion",2015,"Europe",6.3,"Knowledge and technology outputs"
"Germany",49,"Knowledge diffusion",2015,"Europe",6.3,"Knowledge and technology outputs"
"United Kingdom",47.5,"Knowledge diffusion",2015,"Europe",6.3,"Knowledge and technology outputs"
"Denmark",46.7,"Knowledge diffusion",2015,"Europe",6.3,"Knowledge and technology outputs"
"France",44.9,"Knowledge diffusion",2015,"Europe",6.3,"Knowledge and technology outputs"
"Iceland",44.2,"Knowledge diffusion",2015,"Europe",6.3,"Knowledge and technology outputs"
"Czech Republic",42.4,"Knowledge diffusion",2015,"Europe",6.3,"Knowledge and technology outputs"
"Malta",41.5,"Knowledge diffusion",2015,"Europe",6.3,"Knowledge and technology outputs"
"Estonia",38.6,"Knowledge diffusion",2015,"Europe",6.3,"Knowledge and technology outputs"
"Italy",36.6,"Knowledge diffusion",2015,"Europe",6.3,"Knowledge and technology outputs"
